topology,graph_id,num_nodes,num_edges,source,target,graph_image,algorithm,path_cost,path_hops,nodes_visited,edges_relaxed,execution_time_ms,success
star,17,42,41,40,27,graph_images\star\star_graph_17.png,BFS (unweighted),37,2,42,68,0.02510007470846176,True
star,17,42,41,40,27,graph_images\star\star_graph_17.png,Bidirectional Dijkstra,37,2,2,2,0.012599863111972809,True
star,17,42,41,40,27,graph_images\star\star_graph_17.png,Floyd-Warshall,37,2,42,74088,7.952700136229396,True
star,18,286,285,47,141,graph_images\star\star_graph_18.png,Dijkstra,60,2,108,391,0.623099971562624,True
star,18,286,285,47,141,graph_images\star\star_graph_18.png,Bellman-Ford,60,2,285,1710,0.4993998445570469,True
star,18,286,285,47,141,graph_images\star\star_graph_18.png,A*,60,2,108,391,0.30720001086592674,True
star,18,286,285,47,141,graph_images\star\star_graph_18.png,BFS (unweighted),60,2,286,425,0.07589999586343765,True
star,18,286,285,47,141,graph_images\star\star_graph_18.png,Bidirectional Dijkstra,60,2,2,2,0.011799857020378113,True
star,18,286,285,47,141,graph_images\star\star_graph_18.png,Floyd-Warshall,60,2,286,23393656,2221.550500020385,True
star,19,176,175,175,172,graph_images\star\star_graph_19.png,Dijkstra,80,2,106,279,0.5073000211268663,True
star,19,176,175,175,172,graph_images\star\star_graph_19.png,Bellman-Ford,80,2,175,1050,0.40440005250275135,True
star,19,176,175,175,172,graph_images\star\star_graph_19.png,A*,80,2,106,279,0.27849990874528885,True
star,19,176,175,175,172,graph_images\star\star_graph_19.png,BFS (unweighted),80,2,176,347,0.09469990618526936,True
star,19,176,175,175,172,graph_images\star\star_graph_19.png,Bidirectional Dijkstra,80,2,2,2,0.020900042727589607,True
star,19,176,175,175,172,graph_images\star\star_graph_19.png,Floyd-Warshall,80,2,176,5451776,520.3930998686701,True
star,20,139,138,126,15,graph_images\star\star_graph_20.png,Dijkstra,80,2,116,252,0.21410011686384678,True
star,20,139,138,126,15,graph_images\star\star_graph_20.png,Bellman-Ford,80,2,138,828,0.2280999906361103,True
star,20,139,138,126,15,graph_images\star\star_graph_20.png,A*,80,2,116,252,0.1908999402076006,True
star,20,139,138,126,15,graph_images\star\star_graph_20.png,BFS (unweighted),80,2,139,153,0.025900080800056458,True
star,20,139,138,126,15,graph_images\star\star_graph_20.png,Bidirectional Dijkstra,80,2,2,2,0.009399838745594025,True
star,20,139,138,126,15,graph_images\star\star_graph_20.png,Floyd-Warshall,80,2,139,2685619,260.6265000067651,True
star,21,179,178,1,33,graph_images\star\star_graph_21.png,Dijkstra,65,2,151,327,0.28609996661543846,True
star,21,179,178,1,33,graph_images\star\star_graph_21.png,Bellman-Ford,65,2,178,712,0.2631000243127346,True
star,21,179,178,1,33,graph_images\star\star_graph_21.png,A*,65,2,151,327,0.29179989360272884,True
star,21,179,178,1,33,graph_images\star\star_graph_21.png,BFS (unweighted),65,2,179,210,0.036599813029170036,True
star,21,179,178,1,33,graph_images\star\star_graph_21.png,Bidirectional Dijkstra,65,2,2,2,0.010299962013959885,True
star,21,179,178,1,33,graph_images\star\star_graph_21.png,Floyd-Warshall,65,2,179,5735339,565.146200126037,True
star,22,213,212,90,102,graph_images\star\star_graph_22.png,Dijkstra,40,2,106,316,0.27379998937249184,True
star,22,213,212,90,102,graph_images\star\star_graph_22.png,Bellman-Ford,40,2,212,1272,0.3541000187397003,True
star,22,213,212,90,102,graph_images\star\star_graph_22.png,A*,40,2,106,316,0.2397000789642334,True
star,22,213,212,90,102,graph_images\star\star_graph_22.png,BFS (unweighted),40,2,213,313,0.061400001868605614,True
star,22,213,212,90,102,graph_images\star\star_graph_22.png,Bidirectional Dijkstra,40,2,2,2,0.013399869203567505,True
star,22,213,212,90,102,graph_images\star\star_graph_22.png,Floyd-Warshall,40,2,213,9663597,1103.0800000298768,True
star,23,74,73,33,61,graph_images\star\star_graph_23.png,Dijkstra,67,2,36,107,0.1645998563617468,True
star,23,74,73,33,61,graph_images\star\star_graph_23.png,Bellman-Ford,67,2,73,438,0.17170002683997154,True
star,23,74,73,33,61,graph_images\star\star_graph_23.png,A*,67,2,36,107,0.1221999991685152,True
star,23,74,73,33,61,graph_images\star\star_graph_23.png,BFS (unweighted),67,2,74,133,0.0420999713242054,True
star,23,74,73,33,61,graph_images\star\star_graph_23.png,Bidirectional Dijkstra,67,2,2,2,0.014999881386756897,True
star,23,74,73,33,61,graph_images\star\star_graph_23.png,Floyd-Warshall,67,2,74,405224,63.46660014241934,True
star,24,33,32,22,11,graph_images\star\star_graph_24.png,Dijkstra,17,2,4,34,0.11239992454648018,True
star,24,33,32,22,11,graph_images\star\star_graph_24.png,Bellman-Ford,17,2,32,192,0.147499842569232,True
star,24,33,32,22,11,graph_images\star\star_graph_24.png,A*,17,2,4,34,0.05100015550851822,True
star,24,33,32,22,11,graph_images\star\star_graph_24.png,BFS (unweighted),17,2,33,43,0.1097000204026699,True
star,24,33,32,22,11,graph_images\star\star_graph_24.png,Bidirectional Dijkstra,17,2,2,2,0.026499852538108826,True
star,24,33,32,22,11,graph_images\star\star_graph_24.png,Floyd-Warshall,17,2,33,35937,4.349400056526065,True
star,25,94,93,80,87,graph_images\star\star_graph_25.png,Dijkstra,66,2,84,175,0.16369996592402458,True
star,25,94,93,80,87,graph_images\star\star_graph_25.png,Bellman-Ford,66,2,93,558,0.1550000160932541,True
star,25,94,93,80,87,graph_images\star\star_graph_25.png,A*,66,2,84,175,0.13400008901953697,True
star,25,94,93,80,87,graph_images\star\star_graph_25.png,BFS (unweighted),66,2,94,179,0.038800062611699104,True
star,25,94,93,80,87,graph_images\star\star_graph_25.png,Bidirectional Dijkstra,66,2,2,2,0.009699957445263863,True
star,25,94,93,80,87,graph_images\star\star_graph_25.png,Floyd-Warshall,66,2,94,830584,94.19969981536269,True
star,26,180,179,109,178,graph_images\star\star_graph_26.png,Dijkstra,81,2,148,325,0.2769001293927431,True
star,26,180,179,109,178,graph_images\star\star_graph_26.png,Bellman-Ford,81,2,179,1074,0.3548001404851675,True
star,26,180,179,109,178,graph_images\star\star_graph_26.png,A*,81,2,148,325,0.26810006238520145,True
star,26,180,179,109,178,graph_images\star\star_graph_26.png,BFS (unweighted),81,2,180,356,0.07400009781122208,True
star,26,180,179,109,178,graph_images\star\star_graph_26.png,Bidirectional Dijkstra,81,2,2,2,0.010499963536858559,True
star,26,180,179,109,178,graph_images\star\star_graph_26.png,Floyd-Warshall,81,2,180,5832000,577.5570999830961,True
star,27,176,175,108,153,graph_images\star\star_graph_27.png,Dijkstra,85,2,146,319,0.3035999834537506,True
star,27,176,175,108,153,graph_images\star\star_graph_27.png,Bellman-Ford,85,2,175,1050,0.2880999818444252,True
star,27,176,175,108,153,graph_images\star\star_graph_27.png,A*,85,2,146,319,0.32650004141032696,True
star,27,176,175,108,153,graph_images\star\star_graph_27.png,BFS (unweighted),85,2,176,327,0.06390013732016087,True
star,27,176,175,108,153,graph_images\star\star_graph_27.png,Bidirectional Dijkstra,85,2,2,2,0.009799841791391373,True
star,27,176,175,108,153,graph_images\star\star_graph_27.png,Floyd-Warshall,85,2,176,5451776,538.0937999580055,True
star,28,108,107,76,12,graph_images\star\star_graph_28.png,Dijkstra,42,2,11,116,0.10849977843463421,True
star,28,108,107,76,12,graph_images\star\star_graph_28.png,Bellman-Ford,42,2,107,642,0.19720010459423065,True
star,28,108,107,76,12,graph_images\star\star_graph_28.png,A*,42,2,11,116,0.08929986506700516,True
star,28,108,107,76,12,graph_images\star\star_graph_28.png,BFS (unweighted),42,2,108,119,0.037599820643663406,True
star,28,108,107,76,12,graph_images\star\star_graph_28.png,Bidirectional Dijkstra,42,2,2,2,0.01950003206729889,True
star,28,108,107,76,12,graph_images\star\star_graph_28.png,Floyd-Warshall,42,2,108,1259712,133.37309984490275,True
star,29,260,259,154,143,graph_images\star\star_graph_29.png,Dijkstra,49,2,70,327,0.27590012177824974,True
star,29,260,259,154,143,graph_images\star\star_graph_29.png,Bellman-Ford,49,2,259,1554,0.4097998607903719,True
star,29,260,259,154,143,graph_images\star\star_graph_29.png,A*,49,2,70,327,0.22860011085867882,True
star,29,260,259,154,143,graph_images\star\star_graph_29.png,BFS (unweighted),49,2,260,402,0.07449998520314693,True
star,29,260,259,154,143,graph_images\star\star_graph_29.png,Bidirectional Dijkstra,49,2,2,2,0.009899958968162537,True
star,29,260,259,154,143,graph_images\star\star_graph_29.png,Floyd-Warshall,49,2,260,17576000,1834.513699868694,True
star,30,202,201,34,94,graph_images\star\star_graph_30.png,Dijkstra,69,2,81,280,0.25720009580254555,True
star,30,202,201,34,94,graph_images\star\star_graph_30.png,Bellman-Ford,69,2,201,1206,0.31320005655288696,True
star,30,202,201,34,94,graph_images\star\star_graph_30.png,A*,69,2,81,280,0.21600001491606236,True
star,30,202,201,34,94,graph_images\star\star_graph_30.png,BFS (unweighted),69,2,202,294,0.05410006269812584,True
star,30,202,201,34,94,graph_images\star\star_graph_30.png,Bidirectional Dijkstra,69,2,2,2,0.009800074622035027,True
star,30,202,201,34,94,graph_images\star\star_graph_30.png,Floyd-Warshall,69,2,202,8242408,859.6266000531614,True
star,31,226,225,57,9,graph_images\star\star_graph_31.png,Dijkstra,22,2,16,239,0.1550000160932541,True
star,31,226,225,57,9,graph_images\star\star_graph_31.png,Bellman-Ford,22,2,225,1350,0.33840001560747623,True
star,31,226,225,57,9,graph_images\star\star_graph_31.png,A*,22,2,16,239,0.15460001304745674,True
star,31,226,225,57,9,graph_images\star\star_graph_31.png,BFS (unweighted),22,2,226,234,0.030499882996082306,True
star,31,226,225,57,9,graph_images\star\star_graph_31.png,Bidirectional Dijkstra,22,2,2,2,0.01009996049106121,True
star,31,226,225,57,9,graph_images\star\star_graph_31.png,Floyd-Warshall,22,2,226,11543176,1173.0279000476003,True
star,32,117,116,29,17,graph_images\star\star_graph_32.png,Dijkstra,56,2,84,198,0.17239991575479507,True
star,32,117,116,29,17,graph_images\star\star_graph_32.png,Bellman-Ford,56,2,116,696,0.18530013039708138,True
star,32,117,116,29,17,graph_images\star\star_graph_32.png,A*,56,2,84,198,0.26050000451505184,True
star,32,117,116,29,17,graph_images\star\star_graph_32.png,BFS (unweighted),56,2,117,133,0.027300091460347176,True
star,32,117,116,29,17,graph_images\star\star_graph_32.png,Bidirectional Dijkstra,56,2,2,2,0.01109996810555458,True
star,32,117,116,29,17,graph_images\star\star_graph_32.png,Floyd-Warshall,56,2,117,1601613,168.35869988426566,True
star,33,200,199,130,194,graph_images\star\star_graph_33.png,Dijkstra,85,2,192,389,0.35559991374611855,True
star,33,200,199,130,194,graph_images\star\star_graph_33.png,Bellman-Ford,85,2,199,1194,0.3557999152690172,True
star,33,200,199,130,194,graph_images\star\star_graph_33.png,A*,85,2,192,389,0.34050014801323414,True
star,33,200,199,130,194,graph_images\star\star_graph_33.png,BFS (unweighted),85,2,200,392,0.08439994417130947,True
star,33,200,199,130,194,graph_images\star\star_graph_33.png,Bidirectional Dijkstra,85,2,2,2,0.010299962013959885,True
star,33,200,199,130,194,graph_images\star\star_graph_33.png,Floyd-Warshall,85,2,200,8000000,827.0040000788867,True
star,34,284,283,81,197,graph_images\star\star_graph_34.png,Dijkstra,52,2,62,343,0.274099875241518,True
star,34,284,283,81,197,graph_images\star\star_graph_34.png,Bellman-Ford,52,2,283,1698,0.4062000662088394,True
star,34,284,283,81,197,graph_images\star\star_graph_34.png,A*,52,2,62,343,0.23150001652538776,True
star,34,284,283,81,197,graph_images\star\star_graph_34.png,BFS (unweighted),52,2,284,479,0.08240016177296638,True
star,34,284,283,81,197,graph_images\star\star_graph_34.png,Bidirectional Dijkstra,52,2,2,2,0.009899958968162537,True
star,34,284,283,81,197,graph_images\star\star_graph_34.png,Floyd-Warshall,52,2,284,22906304,2212.20750012435,True
star,35,113,112,88,30,graph_images\star\star_graph_35.png,Dijkstra,19,2,9,119,0.10089995339512825,True
star,35,113,112,88,30,graph_images\star\star_graph_35.png,Bellman-Ford,19,2,112,672,0.1938000787049532,True
star,35,113,112,88,30,graph_images\star\star_graph_35.png,A*,19,2,9,119,0.08239992894232273,True
star,35,113,112,88,30,graph_images\star\star_graph_35.png,BFS (unweighted),19,2,113,142,0.029799994081258774,True
star,35,113,112,88,30,graph_images\star\star_graph_35.png,Bidirectional Dijkstra,19,2,2,2,0.01009996049106121,True
star,35,113,112,88,30,graph_images\star\star_graph_35.png,Floyd-Warshall,19,2,113,1442897,151.73329995013773,True
star,36,172,171,147,8,graph_images\star\star_graph_36.png,Dijkstra,38,2,26,195,0.1346999779343605,True
star,36,172,171,147,8,graph_images\star\star_graph_36.png,Bellman-Ford,38,2,171,1026,0.26640016585588455,True
star,36,172,171,147,8,graph_images\star\star_graph_36.png,A*,38,2,26,195,0.12880004942417145,True
star,36,172,171,147,8,graph_images\star\star_graph_36.png,BFS (unweighted),38,2,172,179,0.02659996971487999,True
star,36,172,171,147,8,graph_images\star\star_graph_36.png,Bidirectional Dijkstra,38,2,2,2,0.009800074622035027,True
star,36,172,171,147,8,graph_images\star\star_graph_36.png,Floyd-Warshall,38,2,172,5088448,512.4194999225438,True
star,37,270,269,73,191,graph_images\star\star_graph_37.png,Dijkstra,40,2,130,397,0.3296998329460621,True
star,37,270,269,73,191,graph_images\star\star_graph_37.png,Bellman-Ford,40,2,269,1614,0.5379000212997198,True
star,37,270,269,73,191,graph_images\star\star_graph_37.png,A*,40,2,130,397,0.3388999029994011,True
star,37,270,269,73,191,graph_images\star\star_graph_37.png,BFS (unweighted),40,2,270,459,0.0909001100808382,True
star,37,270,269,73,191,graph_images\star\star_graph_37.png,Bidirectional Dijkstra,40,2,2,2,0.012899981811642647,True
star,37,270,269,73,191,graph_images\star\star_graph_37.png,Floyd-Warshall,40,2,270,19683000,1932.2312998119742,True
star,38,21,20,9,3,graph_images\star\star_graph_38.png,Dijkstra,54,2,20,38,0.0654000323265791,True
star,38,21,20,9,3,graph_images\star\star_graph_38.png,Bellman-Ford,54,2,20,120,0.06469991058111191,True
star,38,21,20,9,3,graph_images\star\star_graph_38.png,A*,54,2,20,38,0.038599828258156776,True
star,38,21,20,9,3,graph_images\star\star_graph_38.png,BFS (unweighted),54,2,21,23,0.012499978765845299,True
star,38,21,20,9,3,graph_images\star\star_graph_38.png,Bidirectional Dijkstra,54,2,2,2,0.01100008375942707,True
star,38,21,20,9,3,graph_images\star\star_graph_38.png,Floyd-Warshall,54,2,21,9261,0.8968000765889883,True
star,39,276,275,174,148,graph_images\star\star_graph_39.png,Dijkstra,37,2,185,458,0.40689995512366295,True
star,39,276,275,174,148,graph_images\star\star_graph_39.png,Bellman-Ford,37,2,275,1650,0.4859000910073519,True
star,39,276,275,174,148,graph_images\star\star_graph_39.png,A*,37,2,185,458,0.381499994546175,True
star,39,276,275,174,148,graph_images\star\star_graph_39.png,BFS (unweighted),37,2,276,423,0.07209996692836285,True
star,39,276,275,174,148,graph_images\star\star_graph_39.png,Bidirectional Dijkstra,37,2,2,2,0.010200077667832375,True
star,39,276,275,174,148,graph_images\star\star_graph_39.png,Floyd-Warshall,37,2,276,21024576,2093.064600136131,True
star,40,103,102,97,56,graph_images\star\star_graph_40.png,Dijkstra,49,2,69,169,0.14260015450417995,True
star,40,103,102,97,56,graph_images\star\star_graph_40.png,Bellman-Ford,49,2,102,612,0.16930000856518745,True
star,40,103,102,97,56,graph_images\star\star_graph_40.png,A*,49,2,69,169,0.1262999139726162,True
star,40,103,102,97,56,graph_images\star\star_graph_40.png,BFS (unweighted),49,2,103,158,0.03309990279376507,True
star,40,103,102,97,56,graph_images\star\star_graph_40.png,Bidirectional Dijkstra,49,2,2,2,0.009200070053339005,True
star,40,103,102,97,56,graph_images\star\star_graph_40.png,Floyd-Warshall,49,2,103,1092727,111.37959989719093,True
star,41,55,54,21,28,graph_images\star\star_graph_41.png,Dijkstra,35,2,26,78,0.0958999153226614,True
star,41,55,54,21,28,graph_images\star\star_graph_41.png,Bellman-Ford,35,2,54,324,0.10940013453364372,True
star,41,55,54,21,28,graph_images\star\star_graph_41.png,A*,35,2,26,78,0.06229989230632782,True
star,41,55,54,21,28,graph_images\star\star_graph_41.png,BFS (unweighted),35,2,55,81,0.02150004729628563,True
star,41,55,54,21,28,graph_images\star\star_graph_41.png,Bidirectional Dijkstra,35,2,2,2,0.009499955922365189,True
star,41,55,54,21,28,graph_images\star\star_graph_41.png,Floyd-Warshall,35,2,55,166375,16.228700056672096,True
star,42,295,294,190,165,graph_images\star\star_graph_42.png,Dijkstra,20,2,58,350,0.2204999327659607,True
star,42,295,294,190,165,graph_images\star\star_graph_42.png,Bellman-Ford,20,2,294,1764,0.40089990943670273,True
star,42,295,294,190,165,graph_images\star\star_graph_42.png,A*,20,2,58,350,0.2218000590801239,True
star,42,295,294,190,165,graph_images\star\star_graph_42.png,BFS (unweighted),20,2,295,459,0.08530006743967533,True
star,42,295,294,190,165,graph_images\star\star_graph_42.png,Bidirectional Dijkstra,20,2,2,2,0.010300194844603539,True
star,42,295,294,190,165,graph_images\star\star_graph_42.png,Floyd-Warshall,20,2,295,25672375,2591.0604998935014,True
star,43,83,82,78,73,graph_images\star\star_graph_43.png,Dijkstra,60,2,43,123,0.1946999691426754,True
star,43,83,82,78,73,graph_images\star\star_graph_43.png,Bellman-Ford,60,2,82,492,0.17490005120635033,True
star,43,83,82,78,73,graph_images\star\star_graph_43.png,A*,60,2,43,123,0.11349981650710106,True
star,43,83,82,78,73,graph_images\star\star_graph_43.png,BFS (unweighted),60,2,83,155,0.043999869376420975,True
star,43,83,82,78,73,graph_images\star\star_graph_43.png,Bidirectional Dijkstra,60,2,2,2,0.013400102034211159,True
star,43,83,82,78,73,graph_images\star\star_graph_43.png,Floyd-Warshall,60,2,83,571787,59.71350008621812,True
star,44,44,43,9,2,graph_images\star\star_graph_44.png,Dijkstra,24,2,13,54,0.06949994713068008,True
star,44,44,43,9,2,graph_images\star\star_graph_44.png,Bellman-Ford,24,2,43,258,0.09700004011392593,True
star,44,44,43,9,2,graph_images\star\star_graph_44.png,A*,24,2,13,54,0.05310005508363247,True
star,44,44,43,9,2,graph_images\star\star_graph_44.png,BFS (unweighted),24,2,44,45,0.014999881386756897,True
star,44,44,43,9,2,graph_images\star\star_graph_44.png,Bidirectional Dijkstra,24,2,2,2,0.010200077667832375,True
star,44,44,43,9,2,graph_images\star\star_graph_44.png,Floyd-Warshall,24,2,44,85184,9.462499991059303,True
star,45,133,132,110,113,graph_images\star\star_graph_45.png,Dijkstra,37,2,60,190,0.17150002531707287,True
star,45,133,132,110,113,graph_images\star\star_graph_45.png,Bellman-Ford,37,2,132,792,0.21239998750388622,True
star,45,133,132,110,113,graph_images\star\star_graph_45.png,A*,37,2,60,190,0.14530005864799023,True
star,45,133,132,110,113,graph_images\star\star_graph_45.png,BFS (unweighted),37,2,133,244,0.053999945521354675,True
star,45,133,132,110,113,graph_images\star\star_graph_45.png,Bidirectional Dijkstra,37,2,2,2,0.010899966582655907,True
star,45,133,132,110,113,graph_images\star\star_graph_45.png,Floyd-Warshall,37,2,133,2352637,249.6030000038445,True
star,46,206,205,48,175,graph_images\star\star_graph_46.png,Dijkstra,61,2,195,398,0.42280019260942936,True
star,46,206,205,48,175,graph_images\star\star_graph_46.png,Bellman-Ford,61,2,205,1230,0.3456000704318285,True
star,46,206,205,48,175,graph_images\star\star_graph_46.png,A*,61,2,195,398,0.40520005859434605,True
star,46,206,205,48,175,graph_images\star\star_graph_46.png,BFS (unweighted),61,2,206,379,0.085500068962574,True
star,46,206,205,48,175,graph_images\star\star_graph_46.png,Bidirectional Dijkstra,61,2,2,2,0.010800082236528397,True
star,46,206,205,48,175,graph_images\star\star_graph_46.png,Floyd-Warshall,61,2,206,8741816,842.9713000077754,True
star,47,130,129,118,20,graph_images\star\star_graph_47.png,Dijkstra,88,2,117,244,0.4141000099480152,True
star,47,130,129,118,20,graph_images\star\star_graph_47.png,Bellman-Ford,88,2,129,774,0.2508999314159155,True
star,47,130,129,118,20,graph_images\star\star_graph_47.png,A*,88,2,117,244,0.19809999503195286,True
star,47,130,129,118,20,graph_images\star\star_graph_47.png,BFS (unweighted),88,2,130,149,0.02819998189806938,True
star,47,130,129,118,20,graph_images\star\star_graph_47.png,Bidirectional Dijkstra,88,2,2,2,0.011200085282325745,True
star,47,130,129,118,20,graph_images\star\star_graph_47.png,Floyd-Warshall,88,2,130,2197000,222.14949992485344,True
star,48,153,152,145,144,graph_images\star\star_graph_48.png,Dijkstra,55,2,129,279,0.26379991322755814,True
star,48,153,152,145,144,graph_images\star\star_graph_48.png,Bellman-Ford,55,2,152,912,0.2538000699132681,True
star,48,153,152,145,144,graph_images\star\star_graph_48.png,A*,55,2,129,279,0.23250002413988113,True
star,48,153,152,145,144,graph_images\star\star_graph_48.png,BFS (unweighted),55,2,153,296,0.06759981624782085,True
star,48,153,152,145,144,graph_images\star\star_graph_48.png,Bidirectional Dijkstra,55,2,2,2,0.010699965059757233,True
star,48,153,152,145,144,graph_images\star\star_graph_48.png,Floyd-Warshall,55,2,153,3581577,346.3911002036184,True
star,49,231,230,207,206,graph_images\star\star_graph_49.png,Dijkstra,49,2,110,338,0.23999996483325958,True
star,49,231,230,207,206,graph_images\star\star_graph_49.png,Bellman-Ford,49,2,230,1380,0.317899975925684,True
star,49,231,230,207,206,graph_images\star\star_graph_49.png,A*,49,2,110,338,0.2327000256627798,True
star,49,231,230,207,206,graph_images\star\star_graph_49.png,BFS (unweighted),49,2,231,436,0.08059991523623466,True
star,49,231,230,207,206,graph_images\star\star_graph_49.png,Bidirectional Dijkstra,49,2,2,2,0.009699957445263863,True
star,49,231,230,207,206,graph_images\star\star_graph_49.png,Floyd-Warshall,49,2,231,12326391,1177.3670001421124,True
star,50,201,200,98,160,graph_images\star\star_graph_50.png,Dijkstra,58,2,97,295,0.4026000387966633,True
star,50,201,200,98,160,graph_images\star\star_graph_50.png,Bellman-Ford,58,2,200,1200,0.3760999534279108,True
star,50,201,200,98,160,graph_images\star\star_graph_50.png,A*,58,2,97,295,0.31189993023872375,True
star,50,201,200,98,160,graph_images\star\star_graph_50.png,BFS (unweighted),58,2,201,359,0.07970002479851246,True
star,50,201,200,98,160,graph_images\star\star_graph_50.png,Bidirectional Dijkstra,58,2,2,2,0.014400109648704529,True
star,50,201,200,98,160,graph_images\star\star_graph_50.png,Floyd-Warshall,58,2,201,8120601,808.1590998917818,True
star,51,226,225,192,20,graph_images\star\star_graph_51.png,Dijkstra,58,2,199,422,0.8131999056786299,True
star,51,226,225,192,20,graph_images\star\star_graph_51.png,Bellman-Ford,58,2,225,1350,0.6124000065028667,True
star,51,226,225,192,20,graph_images\star\star_graph_51.png,A*,58,2,199,422,0.3286998253315687,True
star,51,226,225,192,20,graph_images\star\star_graph_51.png,BFS (unweighted),58,2,226,245,0.0795999076217413,True
star,51,226,225,192,20,graph_images\star\star_graph_51.png,Bidirectional Dijkstra,58,2,2,2,0.023399945348501205,True
star,51,226,225,192,20,graph_images\star\star_graph_51.png,Floyd-Warshall,58,2,226,11543176,1418.6831000261009,True
star,52,289,288,250,220,graph_images\star\star_graph_52.png,Dijkstra,91,2,278,564,0.6355999503284693,True
star,52,289,288,250,220,graph_images\star\star_graph_52.png,Bellman-Ford,91,2,288,1728,0.6881998851895332,True
star,52,289,288,250,220,graph_images\star\star_graph_52.png,A*,91,2,278,564,0.7787998765707016,True
star,52,289,288,250,220,graph_images\star\star_graph_52.png,BFS (unweighted),91,2,289,508,0.11070002801716328,True
star,52,289,288,250,220,graph_images\star\star_graph_52.png,Bidirectional Dijkstra,91,2,2,2,0.015800120308995247,True
star,52,289,288,250,220,graph_images\star\star_graph_52.png,Floyd-Warshall,91,2,289,24137569,2461.5006998647004,True
star,53,127,126,21,66,graph_images\star\star_graph_53.png,Dijkstra,36,2,80,204,0.33279997296631336,True
star,53,127,126,21,66,graph_images\star\star_graph_53.png,Bellman-Ford,36,2,126,756,0.37889997474849224,True
star,53,127,126,21,66,graph_images\star\star_graph_53.png,A*,36,2,80,204,0.2218999434262514,True
star,53,127,126,21,66,graph_images\star\star_graph_53.png,BFS (unweighted),36,2,127,191,0.052999937906861305,True
star,53,127,126,21,66,graph_images\star\star_graph_53.png,Bidirectional Dijkstra,36,2,2,2,0.015099998563528061,True
star,53,127,126,21,66,graph_images\star\star_graph_53.png,Floyd-Warshall,36,2,127,2048383,225.0812000129372,True
star,54,21,20,6,3,graph_images\star\star_graph_54.png,Dijkstra,42,2,9,27,0.05979998968541622,True
star,54,21,20,6,3,graph_images\star\star_graph_54.png,Bellman-Ford,42,2,20,120,0.06529991514980793,True
star,54,21,20,6,3,graph_images\star\star_graph_54.png,A*,42,2,9,27,0.030700117349624634,True
star,54,21,20,6,3,graph_images\star\star_graph_54.png,BFS (unweighted),42,2,21,23,0.013799872249364853,True
star,54,21,20,6,3,graph_images\star\star_graph_54.png,Bidirectional Dijkstra,42,2,2,2,0.010700197890400887,True
star,54,21,20,6,3,graph_images\star\star_graph_54.png,Floyd-Warshall,42,2,21,9261,1.4733001589775085,True
star,55,188,187,29,63,graph_images\star\star_graph_55.png,Dijkstra,61,2,52,237,0.1860000193119049,True
star,55,188,187,29,63,graph_images\star\star_graph_55.png,Bellman-Ford,61,2,187,1122,0.3019000869244337,True
star,55,188,187,29,63,graph_images\star\star_graph_55.png,A*,61,2,52,237,0.1735000405460596,True
star,55,188,187,29,63,graph_images\star\star_graph_55.png,BFS (unweighted),61,2,188,249,0.04460010677576065,True
star,55,188,187,29,63,graph_images\star\star_graph_55.png,Bidirectional Dijkstra,61,2,2,2,0.010700197890400887,True
star,55,188,187,29,63,graph_images\star\star_graph_55.png,Floyd-Warshall,61,2,188,6644672,654.8250999767333,True
star,56,265,264,47,75,graph_images\star\star_graph_56.png,Dijkstra,12,2,44,306,0.2842999529093504,True
star,56,265,264,47,75,graph_images\star\star_graph_56.png,Bellman-Ford,12,2,264,1584,0.6784000433981419,True
star,56,265,264,47,75,graph_images\star\star_graph_56.png,A*,12,2,44,306,0.358800170943141,True
star,56,265,264,47,75,graph_images\star\star_graph_56.png,BFS (unweighted),12,2,265,338,0.08350005373358727,True
star,56,265,264,47,75,graph_images\star\star_graph_56.png,Bidirectional Dijkstra,12,2,2,2,0.022099819034337997,True
star,56,265,264,47,75,graph_images\star\star_graph_56.png,Floyd-Warshall,12,2,265,18609625,1903.0645999591798,True
star,57,264,263,27,222,graph_images\star\star_graph_57.png,Dijkstra,63,2,140,401,0.3028998617082834,True
star,57,264,263,27,222,graph_images\star\star_graph_57.png,Bellman-Ford,63,2,263,1578,0.43480005115270615,True
star,57,264,263,27,222,graph_images\star\star_graph_57.png,A*,63,2,140,401,0.30969991348683834,True
star,57,264,263,27,222,graph_images\star\star_graph_57.png,BFS (unweighted),63,2,264,484,0.09849993512034416,True
star,57,264,263,27,222,graph_images\star\star_graph_57.png,Bidirectional Dijkstra,63,2,2,2,0.009600073099136353,True
star,57,264,263,27,222,graph_images\star\star_graph_57.png,Floyd-Warshall,63,2,264,18399744,1845.0809000059962,True
star,58,64,63,15,22,graph_images\star\star_graph_58.png,Dijkstra,55,2,60,121,0.11699995957314968,True
star,58,64,63,15,22,graph_images\star\star_graph_58.png,Bellman-Ford,55,2,63,378,0.12039998546242714,True
star,58,64,63,15,22,graph_images\star\star_graph_58.png,A*,55,2,60,121,0.09620003402233124,True
star,58,64,63,15,22,graph_images\star\star_graph_58.png,BFS (unweighted),55,2,64,84,0.021700048819184303,True
star,58,64,63,15,22,graph_images\star\star_graph_58.png,Bidirectional Dijkstra,55,2,2,2,0.009499955922365189,True
star,58,64,63,15,22,graph_images\star\star_graph_58.png,Floyd-Warshall,55,2,64,262144,25.4078998696059,True
