topology,graph_id,num_nodes,num_edges,source,target,graph_image,algorithm,path_cost,path_hops,nodes_visited,edges_relaxed,execution_time_ms,success
grid,67,72,127,16,54,graph_images\grid\grid_graph_67.png,BFS (unweighted),240,12,71,246,0.038800062611699104,True
grid,67,72,127,16,54,graph_images\grid\grid_graph_67.png,Bidirectional Dijkstra,209,12,56,202,0.11399993672966957,True
grid,67,72,127,16,54,graph_images\grid\grid_graph_67.png,Floyd-Warshall,209,12,72,230616,26.87339996919036,True
grid,68,105,188,34,97,graph_images\grid\grid_graph_68.png,Dijkstra,99,7,58,204,0.18490012735128403,True
grid,68,105,188,34,97,graph_images\grid\grid_graph_68.png,Bellman-Ford,99,7,104,3008,0.6448000203818083,True
grid,68,105,188,34,97,graph_images\grid\grid_graph_68.png,A*,99,7,57,202,0.233400147408247,True
grid,68,105,188,34,97,graph_images\grid\grid_graph_68.png,BFS (unweighted),106,7,73,238,0.05710008554160595,True
grid,68,105,188,34,97,graph_images\grid\grid_graph_68.png,Bidirectional Dijkstra,99,7,45,167,0.11170003563165665,True
grid,68,105,188,34,97,graph_images\grid\grid_graph_68.png,Floyd-Warshall,99,7,105,727545,79.48380010202527,True
grid,69,88,157,77,80,graph_images\grid\grid_graph_69.png,Dijkstra,84,8,34,118,0.11349981650710106,True
grid,69,88,157,77,80,graph_images\grid\grid_graph_69.png,Bellman-Ford,84,8,87,4710,0.7031999994069338,True
grid,69,88,157,77,80,graph_images\grid\grid_graph_69.png,A*,84,8,34,118,0.08070003241300583,True
grid,69,88,157,77,80,graph_images\grid\grid_graph_69.png,BFS (unweighted),108,6,54,165,0.030300114303827286,True
grid,69,88,157,77,80,graph_images\grid\grid_graph_69.png,Bidirectional Dijkstra,84,8,18,61,0.04419987089931965,True
grid,69,88,157,77,80,graph_images\grid\grid_graph_69.png,Floyd-Warshall,84,8,88,401544,46.35499999858439,True
grid,70,140,253,95,37,graph_images\grid\grid_graph_70.png,Dijkstra,143,14,89,325,0.19540009088814259,True
grid,70,140,253,95,37,graph_images\grid\grid_graph_70.png,Bellman-Ford,143,14,139,10120,1.4196999836713076,True
grid,70,140,253,95,37,graph_images\grid\grid_graph_70.png,A*,143,14,86,316,0.2063000574707985,True
grid,70,140,253,95,37,graph_images\grid\grid_graph_70.png,BFS (unweighted),233,10,111,373,0.0567000824958086,True
grid,70,140,253,95,37,graph_images\grid\grid_graph_70.png,Bidirectional Dijkstra,143,14,74,281,0.15210011042654514,True
grid,70,140,253,95,37,graph_images\grid\grid_graph_70.png,Floyd-Warshall,143,14,140,1512980,156.39110002666712,True
grid,71,119,214,24,37,graph_images\grid\grid_graph_71.png,Dijkstra,112,5,50,185,0.13910001143813133,True
grid,71,119,214,24,37,graph_images\grid\grid_graph_71.png,Bellman-Ford,112,5,118,4708,0.8315001614391804,True
grid,71,119,214,24,37,graph_images\grid\grid_graph_71.png,A*,112,5,47,174,0.13619987294077873,True
grid,71,119,214,24,37,graph_images\grid\grid_graph_71.png,BFS (unweighted),143,5,49,131,0.030199997127056122,True
grid,71,119,214,24,37,graph_images\grid\grid_graph_71.png,Bidirectional Dijkstra,112,5,28,110,0.0784001313149929,True
grid,71,119,214,24,37,graph_images\grid\grid_graph_71.png,Floyd-Warshall,112,5,119,1057910,120.99209986627102,True
grid,72,24,38,8,3,graph_images\grid\grid_graph_72.png,Dijkstra,56,2,10,32,0.0513000413775444,True
grid,72,24,38,8,3,graph_images\grid\grid_graph_72.png,Bellman-Ford,56,2,23,304,0.10440009646117687,True
grid,72,24,38,8,3,graph_images\grid\grid_graph_72.png,A*,56,2,9,29,0.038400059565901756,True
grid,72,24,38,8,3,graph_images\grid\grid_graph_72.png,BFS (unweighted),58,2,13,22,0.015300000086426735,True
grid,72,24,38,8,3,graph_images\grid\grid_graph_72.png,Bidirectional Dijkstra,56,2,5,18,0.021300045773386955,True
grid,72,24,38,8,3,graph_images\grid\grid_graph_72.png,Floyd-Warshall,56,2,24,9912,1.3129001017659903,True
grid,73,252,472,55,93,graph_images\grid\grid_graph_73.png,Dijkstra,130,7,47,169,0.2601000014692545,True
grid,73,252,472,55,93,graph_images\grid\grid_graph_73.png,Bellman-Ford,130,7,251,16992,2.5639000814408064,True
grid,73,252,472,55,93,graph_images\grid\grid_graph_73.png,A*,130,7,44,158,0.14240015298128128,True
grid,73,252,472,55,93,graph_images\grid\grid_graph_73.png,BFS (unweighted),183,7,61,181,0.038400059565901756,True
grid,73,252,472,55,93,graph_images\grid\grid_graph_73.png,Bidirectional Dijkstra,130,7,35,133,0.08929986506700516,True
grid,73,252,472,55,93,graph_images\grid\grid_graph_73.png,Floyd-Warshall,130,7,252,8876196,1003.0694999732077,True
grid,74,140,256,61,113,graph_images\grid\grid_graph_74.png,Dijkstra,106,7,53,198,0.14999997802078724,True
grid,74,140,256,61,113,graph_images\grid\grid_graph_74.png,Bellman-Ford,106,7,139,4608,0.7986000273376703,True
grid,74,140,256,61,113,graph_images\grid\grid_graph_74.png,A*,106,7,47,177,0.12989994138479233,True
grid,74,140,256,61,113,graph_images\grid\grid_graph_74.png,BFS (unweighted),217,7,85,263,0.0420999713242054,True
grid,74,140,256,61,113,graph_images\grid\grid_graph_74.png,Bidirectional Dijkstra,106,7,30,115,0.07049995474517345,True
grid,74,140,256,61,113,graph_images\grid\grid_graph_74.png,Floyd-Warshall,106,7,140,1565060,166.26870003528893,True
grid,75,204,379,132,156,graph_images\grid\grid_graph_75.png,Dijkstra,165,16,138,517,0.49450015649199486,True
grid,75,204,379,132,156,graph_images\grid\grid_graph_75.png,Bellman-Ford,165,16,203,17434,2.4308001156896353,True
grid,75,204,379,132,156,graph_images\grid\grid_graph_75.png,A*,165,16,132,496,0.3394999075680971,True
grid,75,204,379,132,156,graph_images\grid\grid_graph_75.png,BFS (unweighted),264,12,164,572,0.0830001663416624,True
grid,75,204,379,132,156,graph_images\grid\grid_graph_75.png,Bidirectional Dijkstra,165,16,78,298,0.17070001922547817,True
grid,75,204,379,132,156,graph_images\grid\grid_graph_75.png,Floyd-Warshall,165,16,204,4917420,562.3047000262886,True
grid,76,228,425,195,127,graph_images\grid\grid_graph_76.png,Dijkstra,149,12,81,302,0.2218000590801239,True
grid,76,228,425,195,127,graph_images\grid\grid_graph_76.png,Bellman-Ford,149,12,227,17850,2.5013999547809362,True
grid,76,228,425,195,127,graph_images\grid\grid_graph_76.png,A*,149,12,79,295,0.20979996770620346,True
grid,76,228,425,195,127,graph_images\grid\grid_graph_76.png,BFS (unweighted),345,10,122,408,0.06160000339150429,True
grid,76,228,425,195,127,graph_images\grid\grid_graph_76.png,Bidirectional Dijkstra,149,12,60,238,0.13289996422827244,True
grid,76,228,425,195,127,graph_images\grid\grid_graph_76.png,Floyd-Warshall,149,12,228,6545652,689.9291998706758,True
grid,77,190,351,76,3,graph_images\grid\grid_graph_77.png,Dijkstra,157,10,123,459,0.2717999741435051,True
grid,77,190,351,76,3,graph_images\grid\grid_graph_77.png,Bellman-Ford,157,10,189,9828,1.6416998114436865,True
grid,77,190,351,76,3,graph_images\grid\grid_graph_77.png,A*,157,10,117,438,0.32219989225268364,True
grid,77,190,351,76,3,graph_images\grid\grid_graph_77.png,BFS (unweighted),172,10,147,503,0.08210004307329655,True
grid,77,190,351,76,3,graph_images\grid\grid_graph_77.png,Bidirectional Dijkstra,157,10,75,282,0.1680999994277954,True
grid,77,190,351,76,3,graph_images\grid\grid_graph_77.png,Floyd-Warshall,157,10,190,3791260,447.49719998799264,True
grid,78,90,157,38,60,graph_images\grid\grid_graph_78.png,Dijkstra,80,7,34,118,0.19620009697973728,True
grid,78,90,157,38,60,graph_images\grid\grid_graph_78.png,Bellman-Ford,80,7,89,1884,0.5060001276433468,True
grid,78,90,157,38,60,graph_images\grid\grid_graph_78.png,A*,80,7,32,111,0.1271998044103384,True
grid,78,90,157,38,60,graph_images\grid\grid_graph_78.png,BFS (unweighted),150,5,37,111,0.0337997917085886,True
grid,78,90,157,38,60,graph_images\grid\grid_graph_78.png,Bidirectional Dijkstra,80,7,18,67,0.055900076404213905,True
grid,78,90,157,38,60,graph_images\grid\grid_graph_78.png,Floyd-Warshall,80,7,90,486720,58.65329992957413,True
grid,79,90,161,65,51,graph_images\grid\grid_graph_79.png,Dijkstra,86,6,41,148,0.11859997175633907,True
grid,79,90,161,65,51,graph_images\grid\grid_graph_79.png,Bellman-Ford,86,6,89,3542,0.6331999320536852,True
grid,79,90,161,65,51,graph_images\grid\grid_graph_79.png,A*,86,6,36,130,0.10069995187222958,True
grid,79,90,161,65,51,graph_images\grid\grid_graph_79.png,BFS (unweighted),169,6,61,183,0.035400036722421646,True
grid,79,90,161,65,51,graph_images\grid\grid_graph_79.png,Bidirectional Dijkstra,86,6,16,64,0.04850002005696297,True
grid,79,90,161,65,51,graph_images\grid\grid_graph_79.png,Floyd-Warshall,86,6,90,434880,56.329699931666255,True
grid,80,156,287,126,36,graph_images\grid\grid_graph_80.png,Dijkstra,152,8,89,332,0.1960000954568386,True
grid,80,156,287,126,36,graph_images\grid\grid_graph_80.png,Bellman-Ford,152,8,155,10906,1.736900070682168,True
grid,80,156,287,126,36,graph_images\grid\grid_graph_80.png,A*,152,8,83,308,0.2218000590801239,True
grid,80,156,287,126,36,graph_images\grid\grid_graph_80.png,BFS (unweighted),238,8,91,284,0.0513000413775444,True
grid,80,156,287,126,36,graph_images\grid\grid_graph_80.png,Bidirectional Dijkstra,152,8,69,258,0.15460001304745674,True
grid,80,156,287,126,36,graph_images\grid\grid_graph_80.png,Floyd-Warshall,152,8,156,2202252,249.52779989689589,True
grid,81,154,283,134,51,graph_images\grid\grid_graph_81.png,Dijkstra,109,7,39,146,0.13039982877671719,True
grid,81,154,283,134,51,graph_images\grid\grid_graph_81.png,Bellman-Ford,109,7,153,10188,1.757299993187189,True
grid,81,154,283,134,51,graph_images\grid\grid_graph_81.png,A*,109,7,37,140,0.15059998258948326,True
grid,81,154,283,134,51,graph_images\grid\grid_graph_81.png,BFS (unweighted),109,7,77,230,0.04810001701116562,True
grid,81,154,283,134,51,graph_images\grid\grid_graph_81.png,Bidirectional Dijkstra,109,7,27,106,0.07780012674629688,True
grid,81,154,283,134,51,graph_images\grid\grid_graph_81.png,Floyd-Warshall,109,7,154,2141832,261.7928001563996,True
grid,82,306,577,159,195,graph_images\grid\grid_graph_82.png,Dijkstra,53,2,15,55,0.06640003994107246,True
grid,82,306,577,159,195,graph_images\grid\grid_graph_82.png,Bellman-Ford,53,2,305,28850,4.168299958109856,True
grid,82,306,577,159,195,graph_images\grid\grid_graph_82.png,A*,53,2,15,55,0.06800005212426186,True
grid,82,306,577,159,195,graph_images\grid\grid_graph_82.png,BFS (unweighted),53,2,21,40,0.0171000137925148,True
grid,82,306,577,159,195,graph_images\grid\grid_graph_82.png,Bidirectional Dijkstra,53,2,8,32,0.0295999925583601,True
grid,82,306,577,159,195,graph_images\grid\grid_graph_82.png,Floyd-Warshall,53,2,306,15964632,1714.9211999494582,True
grid,83,304,573,175,267,graph_images\grid\grid_graph_83.png,Dijkstra,166,10,120,459,0.2788999117910862,True
grid,83,304,573,175,267,graph_images\grid\grid_graph_83.png,Bellman-Ford,166,10,303,29796,4.291000077500939,True
grid,83,304,573,175,267,graph_images\grid\grid_graph_83.png,A*,166,10,110,423,0.27590012177824974,True
grid,83,304,573,175,267,graph_images\grid\grid_graph_83.png,BFS (unweighted),268,10,135,438,0.10439986363053322,True
grid,83,304,573,175,267,graph_images\grid\grid_graph_83.png,Bidirectional Dijkstra,166,10,67,257,0.1726001501083374,True
grid,83,304,573,175,267,graph_images\grid\grid_graph_83.png,Floyd-Warshall,166,10,304,15498832,1659.6403999719769,True
grid,84,80,142,69,11,graph_images\grid\grid_graph_84.png,Dijkstra,201,11,78,274,0.16000005416572094,True
grid,84,80,142,69,11,graph_images\grid\grid_graph_84.png,Bellman-Ford,201,11,79,3976,0.6147001404315233,True
grid,84,80,142,69,11,graph_images\grid\grid_graph_84.png,A*,201,11,78,274,0.17330003902316093,True
grid,84,80,142,69,11,graph_images\grid\grid_graph_84.png,BFS (unweighted),221,9,71,232,0.03909994848072529,True
grid,84,80,142,69,11,graph_images\grid\grid_graph_84.png,Bidirectional Dijkstra,201,11,64,229,0.13800011947751045,True
grid,84,80,142,69,11,graph_images\grid\grid_graph_84.png,Floyd-Warshall,201,11,80,305840,35.41740006767213,True
grid,85,30,49,21,2,graph_images\grid\grid_graph_85.png,Dijkstra,72,8,25,83,0.07189996540546417,True
grid,85,30,49,21,2,graph_images\grid\grid_graph_85.png,Bellman-Ford,72,6,29,882,0.171000137925148,True
grid,85,30,49,21,2,graph_images\grid\grid_graph_85.png,A*,72,8,24,80,0.06420002318918705,True
grid,85,30,49,21,2,graph_images\grid\grid_graph_85.png,BFS (unweighted),76,4,26,70,0.017999904230237007,True
grid,85,30,49,21,2,graph_images\grid\grid_graph_85.png,Bidirectional Dijkstra,72,6,16,55,0.039400067180395126,True
grid,85,30,49,21,2,graph_images\grid\grid_graph_85.png,Floyd-Warshall,72,6,30,18420,2.3451000452041626,True
grid,86,76,129,68,4,graph_images\grid\grid_graph_86.png,Dijkstra,299,16,66,223,0.2522000577300787,True
grid,86,76,129,68,4,graph_images\grid\grid_graph_86.png,Bellman-Ford,299,16,75,5160,0.7563000544905663,True
grid,86,76,129,68,4,graph_images\grid\grid_graph_86.png,A*,299,16,66,223,0.13260007835924625,True
grid,86,76,129,68,4,graph_images\grid\grid_graph_86.png,BFS (unweighted),299,16,66,213,0.041899969801306725,True
grid,86,76,129,68,4,graph_images\grid\grid_graph_86.png,Bidirectional Dijkstra,299,16,76,258,0.1362999901175499,True
grid,86,76,129,68,4,graph_images\grid\grid_graph_86.png,Floyd-Warshall,299,16,76,244492,25.078400038182735,True
grid,87,72,126,20,32,graph_images\grid\grid_graph_87.png,Dijkstra,63,2,16,57,0.057900091633200645,True
grid,87,72,126,20,32,graph_images\grid\grid_graph_87.png,Bellman-Ford,63,2,71,1512,0.30519999563694,True
grid,87,72,126,20,32,graph_images\grid\grid_graph_87.png,A*,63,2,15,53,0.04800013266503811,True
grid,87,72,126,20,32,graph_images\grid\grid_graph_87.png,BFS (unweighted),63,2,20,39,0.01409999094903469,True
grid,87,72,126,20,32,graph_images\grid\grid_graph_87.png,Bidirectional Dijkstra,63,2,12,48,0.03509991802275181,True
grid,87,72,126,20,32,graph_images\grid\grid_graph_87.png,Floyd-Warshall,63,2,72,218088,23.967199958860874,True
grid,88,20,31,16,8,graph_images\grid\grid_graph_88.png,Dijkstra,87,4,15,45,0.06560003384947777,True
grid,88,20,31,16,8,graph_images\grid\grid_graph_88.png,Bellman-Ford,87,4,19,310,0.10440009646117687,True
grid,88,20,31,16,8,graph_images\grid\grid_graph_88.png,A*,87,4,15,45,0.04479987546801567,True
grid,88,20,31,16,8,graph_images\grid\grid_graph_88.png,BFS (unweighted),126,4,18,47,0.01750001683831215,True
grid,88,20,31,16,8,graph_images\grid\grid_graph_88.png,Bidirectional Dijkstra,87,4,9,29,0.027799978852272034,True
grid,88,20,31,16,8,graph_images\grid\grid_graph_88.png,Floyd-Warshall,87,4,20,5780,0.7479998748749495,True
grid,89,88,157,28,18,graph_images\grid\grid_graph_89.png,Dijkstra,75,2,34,130,0.1121999230235815,True
grid,89,88,157,28,18,graph_images\grid\grid_graph_89.png,Bellman-Ford,75,2,87,3140,0.5917001981288195,True
grid,89,88,157,28,18,graph_images\grid\grid_graph_89.png,A*,75,2,33,126,0.10720011778175831,True
grid,89,88,157,28,18,graph_images\grid\grid_graph_89.png,BFS (unweighted),82,2,16,27,0.013400102034211159,True
grid,89,88,157,28,18,graph_images\grid\grid_graph_89.png,Bidirectional Dijkstra,75,2,7,28,0.02610008232295513,True
grid,89,88,157,28,18,graph_images\grid\grid_graph_89.png,Floyd-Warshall,75,2,88,420024,50.97050010226667,True
grid,90,133,240,72,122,graph_images\grid\grid_graph_90.png,Dijkstra,196,10,121,439,0.24179997853934765,True
grid,90,133,240,72,122,graph_images\grid\grid_graph_90.png,Bellman-Ford,196,10,132,7680,1.1545000597834587,True
grid,90,133,240,72,122,graph_images\grid\grid_graph_90.png,A*,196,10,118,430,0.26210001669824123,True
grid,90,133,240,72,122,graph_images\grid\grid_graph_90.png,BFS (unweighted),296,8,103,334,0.049900030717253685,True
grid,90,133,240,72,122,graph_images\grid\grid_graph_90.png,Bidirectional Dijkstra,196,10,73,270,0.1463999506086111,True
grid,90,133,240,72,122,graph_images\grid\grid_graph_90.png,Floyd-Warshall,196,10,133,1303267,140.37220017053187,True
grid,91,156,287,17,106,graph_images\grid\grid_graph_91.png,Dijkstra,238,11,126,469,0.27860002592206,True
grid,91,156,287,17,106,graph_images\grid\grid_graph_91.png,Bellman-Ford,238,11,155,4018,0.7647001184523106,True
grid,91,156,287,17,106,graph_images\grid\grid_graph_91.png,A*,238,11,123,457,0.2924001310020685,True
grid,91,156,287,17,106,graph_images\grid\grid_graph_91.png,BFS (unweighted),334,9,99,322,0.0521000474691391,True
grid,91,156,287,17,106,graph_images\grid\grid_graph_91.png,Bidirectional Dijkstra,238,11,96,357,0.19699987024068832,True
grid,91,156,287,17,106,graph_images\grid\grid_graph_91.png,Floyd-Warshall,238,11,156,2202252,240.5088001396507,True
grid,92,204,379,80,124,graph_images\grid\grid_graph_92.png,Dijkstra,118,8,122,466,0.2524999435991049,True
grid,92,204,379,80,124,graph_images\grid\grid_graph_92.png,Bellman-Ford,118,8,203,12128,1.9154998008161783,True
grid,92,204,379,80,124,graph_images\grid\grid_graph_92.png,A*,118,8,117,447,0.30300021171569824,True
grid,92,204,379,80,124,graph_images\grid\grid_graph_92.png,BFS (unweighted),195,8,127,416,0.062099890783429146,True
grid,92,204,379,80,124,graph_images\grid\grid_graph_92.png,Bidirectional Dijkstra,118,8,48,192,0.1058999914675951,True
grid,92,204,379,80,124,graph_images\grid\grid_graph_92.png,Floyd-Warshall,118,8,204,4737900,530.5332001298666,True
grid,93,99,178,91,70,graph_images\grid\grid_graph_93.png,Dijkstra,158,9,48,170,0.1750001683831215,True
grid,93,99,178,91,70,graph_images\grid\grid_graph_93.png,Bellman-Ford,158,9,98,4984,0.9219001512974501,True
grid,93,99,178,91,70,graph_images\grid\grid_graph_93.png,A*,158,9,44,155,0.1183999702334404,True
grid,93,99,178,91,70,graph_images\grid\grid_graph_93.png,BFS (unweighted),269,9,69,216,0.04029995761811733,True
grid,93,99,178,91,70,graph_images\grid\grid_graph_93.png,Bidirectional Dijkstra,158,9,44,160,0.1025001984089613,True
grid,93,99,178,91,70,graph_images\grid\grid_graph_93.png,Floyd-Warshall,158,9,99,571032,63.139500096440315,True
grid,94,252,472,123,193,graph_images\grid\grid_graph_94.png,Dijkstra,140,6,77,287,0.19109994173049927,True
grid,94,252,472,123,193,graph_images\grid\grid_graph_94.png,Bellman-Ford,140,6,251,21712,3.3944000024348497,True
grid,94,252,472,123,193,graph_images\grid\grid_graph_94.png,A*,140,6,73,271,0.2275998704135418,True
grid,94,252,472,123,193,graph_images\grid\grid_graph_94.png,BFS (unweighted),169,6,82,247,0.048900023102760315,True
grid,94,252,472,123,193,graph_images\grid\grid_graph_94.png,Bidirectional Dijkstra,140,6,35,135,0.09510014206171036,True
grid,94,252,472,123,193,graph_images\grid\grid_graph_94.png,Floyd-Warshall,140,6,252,9098964,1032.9948000144213,True
grid,95,200,370,148,177,graph_images\grid\grid_graph_95.png,Dijkstra,43,4,15,53,0.10860012844204903,True
grid,95,200,370,148,177,graph_images\grid\grid_graph_95.png,Bellman-Ford,43,4,199,17020,2.725200029090047,True
grid,95,200,370,148,177,graph_images\grid\grid_graph_95.png,A*,43,4,14,50,0.13539986684918404,True
grid,95,200,370,148,177,graph_images\grid\grid_graph_95.png,BFS (unweighted),43,4,42,110,0.0396000687032938,True
grid,95,200,370,148,177,graph_images\grid\grid_graph_95.png,Bidirectional Dijkstra,43,4,10,39,0.04429998807609081,True
grid,95,200,370,148,177,graph_images\grid\grid_graph_95.png,Floyd-Warshall,43,4,200,4401800,485.4602999985218,True
grid,96,120,218,23,19,graph_images\grid\grid_graph_96.png,Dijkstra,186,7,97,356,0.23470004089176655,True
grid,96,120,218,23,19,graph_images\grid\grid_graph_96.png,Bellman-Ford,186,7,119,2616,0.5417999345809221,True
grid,96,120,218,23,19,graph_images\grid\grid_graph_96.png,A*,186,7,91,333,0.22050016559660435,True
grid,96,120,218,23,19,graph_images\grid\grid_graph_96.png,BFS (unweighted),199,7,73,228,0.04169996827840805,True
grid,96,120,218,23,19,graph_images\grid\grid_graph_96.png,Bidirectional Dijkstra,186,7,47,168,0.12159999459981918,True
grid,96,120,218,23,19,graph_images\grid\grid_graph_96.png,Floyd-Warshall,186,7,120,1004280,128.20709985680878,True
grid,97,64,112,33,62,graph_images\grid\grid_graph_97.png,Dijkstra,152,8,61,213,0.1279998105019331,True
grid,97,64,112,33,62,graph_images\grid\grid_graph_97.png,Bellman-Ford,152,8,63,1792,0.3198001068085432,True
grid,97,64,112,33,62,graph_images\grid\grid_graph_97.png,A*,152,8,60,211,0.13560010120272636,True
grid,97,64,112,33,62,graph_images\grid\grid_graph_97.png,BFS (unweighted),202,8,62,208,0.03469991497695446,True
grid,97,64,112,33,62,graph_images\grid\grid_graph_97.png,Bidirectional Dijkstra,152,8,46,164,0.09560002945363522,True
grid,97,64,112,33,62,graph_images\grid\grid_graph_97.png,Floyd-Warshall,152,8,64,162240,17.10489997640252,True
grid,98,130,237,57,110,graph_images\grid\grid_graph_98.png,Dijkstra,81,7,60,231,0.1680001150816679,True
grid,98,130,237,57,110,graph_images\grid\grid_graph_98.png,Bellman-Ford,81,7,129,4740,0.8364000823348761,True
grid,98,130,237,57,110,graph_images\grid\grid_graph_98.png,A*,81,7,51,198,0.22309995256364346,True
grid,98,130,237,57,110,graph_images\grid\grid_graph_98.png,BFS (unweighted),117,5,74,215,0.040800077840685844,True
grid,98,130,237,57,110,graph_images\grid\grid_graph_98.png,Bidirectional Dijkstra,81,7,24,93,0.06350013427436352,True
grid,98,130,237,57,110,graph_images\grid\grid_graph_98.png,Floyd-Warshall,81,7,130,1306240,135.96479990519583,True
grid,99,225,420,94,177,graph_images\grid\grid_graph_99.png,Dijkstra,182,13,169,644,0.3696000203490257,True
grid,99,225,420,94,177,graph_images\grid\grid_graph_99.png,Bellman-Ford,182,13,224,9240,1.6632999759167433,True
grid,99,225,420,94,177,graph_images\grid\grid_graph_99.png,A*,182,13,161,617,0.43429993093013763,True
grid,99,225,420,94,177,graph_images\grid\grid_graph_99.png,BFS (unweighted),338,13,210,761,0.10469998233020306,True
grid,99,225,420,94,177,graph_images\grid\grid_graph_99.png,Bidirectional Dijkstra,182,13,102,395,0.2364001702517271,True
grid,99,225,420,94,177,graph_images\grid\grid_graph_99.png,Floyd-Warshall,182,13,225,6432525,691.7007998563349,True
dense_mesh,0,88,1108,11,47,graph_images\dense_mesh\dense_mesh_graph_0.png,Dijkstra,12,2,26,640,0.3135001752525568,True
dense_mesh,0,88,1108,11,47,graph_images\dense_mesh\dense_mesh_graph_0.png,Bellman-Ford,12,2,87,8864,1.832399982959032,True
dense_mesh,0,88,1108,11,47,graph_images\dense_mesh\dense_mesh_graph_0.png,A*,12,2,26,640,0.2490000333636999,True
dense_mesh,0,88,1108,11,47,graph_images\dense_mesh\dense_mesh_graph_0.png,BFS (unweighted),26,2,88,1294,0.0746001023799181,True
dense_mesh,0,88,1108,11,47,graph_images\dense_mesh\dense_mesh_graph_0.png,Bidirectional Dijkstra,12,2,7,168,0.09190011769533157,True
dense_mesh,0,88,1108,11,47,graph_images\dense_mesh\dense_mesh_graph_0.png,Floyd-Warshall,12,2,88,645304,68.49410012364388,True
dense_mesh,1,38,222,22,4,graph_images\dense_mesh\dense_mesh_graph_1.png,Dijkstra,18,2,13,151,0.09309989400207996,True
dense_mesh,1,38,222,22,4,graph_images\dense_mesh\dense_mesh_graph_1.png,Bellman-Ford,18,2,37,2220,0.41770003736019135,True
dense_mesh,1,38,222,22,4,graph_images\dense_mesh\dense_mesh_graph_1.png,A*,18,2,13,151,0.06820005364716053,True
dense_mesh,1,38,222,22,4,graph_images\dense_mesh\dense_mesh_graph_1.png,BFS (unweighted),18,2,38,158,0.018799910321831703,True
dense_mesh,1,38,222,22,4,graph_images\dense_mesh\dense_mesh_graph_1.png,Bidirectional Dijkstra,18,2,14,173,0.08290004916489124,True
dense_mesh,1,38,222,22,4,graph_images\dense_mesh\dense_mesh_graph_1.png,Floyd-Warshall,18,2,38,50996,5.29380002990365,True
dense_mesh,2,57,492,29,22,graph_images\dense_mesh\dense_mesh_graph_2.png,Dijkstra,20,5,36,618,0.2540999557822943,True
dense_mesh,2,57,492,29,22,graph_images\dense_mesh\dense_mesh_graph_2.png,Bellman-Ford,20,5,56,5904,1.0701999999582767,True
dense_mesh,2,57,492,29,22,graph_images\dense_mesh\dense_mesh_graph_2.png,A*,20,5,36,618,0.2004997804760933,True
dense_mesh,2,57,492,29,22,graph_images\dense_mesh\dense_mesh_graph_2.png,BFS (unweighted),92,2,57,301,0.026499852538108826,True
dense_mesh,2,57,492,29,22,graph_images\dense_mesh\dense_mesh_graph_2.png,Bidirectional Dijkstra,20,5,22,380,0.15760003589093685,True
dense_mesh,2,57,492,29,22,graph_images\dense_mesh\dense_mesh_graph_2.png,Floyd-Warshall,20,5,57,175389,19.23430012539029,True
dense_mesh,3,127,2446,105,74,graph_images\dense_mesh\dense_mesh_graph_3.png,Dijkstra,19,3,124,4749,1.3211998157203197,True
dense_mesh,3,127,2446,105,74,graph_images\dense_mesh\dense_mesh_graph_3.png,Bellman-Ford,19,4,126,34244,6.936600198969245,True
dense_mesh,3,127,2446,105,74,graph_images\dense_mesh\dense_mesh_graph_3.png,A*,19,3,124,4749,1.5583999920636415,True
dense_mesh,3,127,2446,105,74,graph_images\dense_mesh\dense_mesh_graph_3.png,BFS (unweighted),43,2,127,2854,0.22569997236132622,True
dense_mesh,3,127,2446,105,74,graph_images\dense_mesh\dense_mesh_graph_3.png,Bidirectional Dijkstra,19,4,46,1798,0.93220011331141,True
dense_mesh,3,127,2446,105,74,graph_images\dense_mesh\dense_mesh_graph_3.png,Floyd-Warshall,19,3,127,2004568,212.34560012817383,True
dense_mesh,4,67,709,47,49,graph_images\dense_mesh\dense_mesh_graph_4.png,Dijkstra,17,3,31,649,0.26819994673132896,True
dense_mesh,4,67,709,47,49,graph_images\dense_mesh\dense_mesh_graph_4.png,Bellman-Ford,17,3,66,7090,1.301000127568841,True
dense_mesh,4,67,709,47,49,graph_images\dense_mesh\dense_mesh_graph_4.png,A*,17,3,31,649,0.21789991296827793,True
dense_mesh,4,67,709,47,49,graph_images\dense_mesh\dense_mesh_graph_4.png,BFS (unweighted),29,2,67,1113,0.05910010077059269,True
dense_mesh,4,67,709,47,49,graph_images\dense_mesh\dense_mesh_graph_4.png,Bidirectional Dijkstra,17,3,4,97,0.050900038331747055,True
dense_mesh,4,67,709,47,49,graph_images\dense_mesh\dense_mesh_graph_4.png,Floyd-Warshall,17,3,67,281065,31.232699984684587,True
dense_mesh,5,77,891,51,76,graph_images\dense_mesh\dense_mesh_graph_5.png,Dijkstra,18,7,75,1717,0.46220002695918083,True
dense_mesh,5,77,891,51,76,graph_images\dense_mesh\dense_mesh_graph_5.png,Bellman-Ford,18,7,76,8910,1.461000181734562,True
dense_mesh,5,77,891,51,76,graph_images\dense_mesh\dense_mesh_graph_5.png,A*,18,7,75,1717,0.43329992331564426,True
dense_mesh,5,77,891,51,76,graph_images\dense_mesh\dense_mesh_graph_5.png,BFS (unweighted),49,2,77,808,0.04949979484081268,True
